Well,Fluor,Sample,Cq,SQ,Target
F05,HEX,STD_100,33.11456083,100,BHC
F06,HEX,STD_100,33.17519321,100,BHC
F07,HEX,STD_100,32.56132033,100,BHC
F08,HEX,STD_100,33.02025771,100,BHC
F09,HEX,STD_100,32.87677617,100,BHC
F10,HEX,STD_100,32.93879941,100,BHC
F11,HEX,STD_100,33.0454524,100,BHC
F12,HEX,STD_100,33.26308433,100,BHC
G01,HEX,STD_100,33.36779438,100,BHC
G02,HEX,STD_100,33.0055234,100,BHC
G03,HEX,STD_100,32.94978739,100,BHC
G04,HEX,STD_100,33.10514287,100,BHC
G05,HEX,STD_100,33.23977077,100,BHC
G06,HEX,STD_100,32.78809105,100,BHC
G07,HEX,STD_100,33.1786066,100,BHC
G08,HEX,STD_100,32.7352924,100,BHC
G09,HEX,STD_100,32.9958478,100,BHC
G10,HEX,STD_100,33.05534122,100,BHC
G11,HEX,STD_100,33.321879,100,BHC
G12,HEX,STD_100,33.09610537,100,BHC
H01,HEX,STD_100,33.08415794,100,BHC
H02,HEX,STD_100,33.4118112,100,BHC
H03,HEX,STD_100,33.09841652,100,BHC
H04,HEX,STD_100,33.29970158,100,BHC
H05,HEX,STD_100,33.00268994,100,BHC
H06,HEX,STD_100,32.93149069,100,BHC
H07,HEX,STD_100,33.03815439,100,BHC
H08,HEX,STD_100,33.18592412,100,BHC
H09,HEX,STD_100,33.26202197,100,BHC
H10,HEX,STD_100,33.24955013,100,BHC
H11,HEX,STD_100,33.21843533,100,BHC
H12,HEX,STD_100,33.36876833,100,BHC
A01,FAM,STD_10,36.94561167,10,SVC
A02,FAM,STD_10,37.4454475,10,SVC
A03,FAM,STD_10,37.19470869,10,SVC
A04,FAM,STD_10,36.43860124,10,SVC
A05,FAM,STD_10,35.97746255,10,SVC
A06,FAM,STD_10,36.87684173,10,SVC
A07,FAM,STD_10,36.32428321,10,SVC
A08,FAM,STD_10,35.47256531,10,SVC
A09,FAM,STD_10,36.26740577,10,SVC
A10,FAM,STD_10,35.89030743,10,SVC
A11,FAM,STD_10,37.1755235,10,SVC
A12,FAM,STD_10,36.39892373,10,SVC
B01,FAM,STD_10,37.12676711,10,SVC
B02,FAM,STD_10,36.90247905,10,SVC
B03,FAM,STD_10,36.27040542,10,SVC
B04,FAM,STD_10,36.82345746,10,SVC
B05,FAM,STD_10,35.89177568,10,SVC
B06,FAM,STD_10,36.10438392,10,SVC
B07,FAM,STD_10,36.19260425,10,SVC
B08,FAM,STD_10,36.11026247,10,SVC
B09,FAM,STD_10,35.92751417,10,SVC
B10,FAM,STD_10,35.34369408,10,SVC
B11,FAM,STD_10,35.25718272,10,SVC
B12,FAM,STD_10,36.17252256,10,SVC
C01,FAM,STD_10,35.63224585,10,SVC
C02,FAM,STD_10,36.3867162,10,SVC
C03,FAM,STD_10,36.03165997,10,SVC
C04,FAM,STD_10,36.10445143,10,SVC
C05,FAM,STD_10,36.53986608,10,SVC
C06,FAM,STD_10,36.2697815,10,SVC
C07,FAM,STD_10,36.07838731,10,SVC
C08,FAM,STD_10,36.39322839,10,SVC
C09,FAM,STD_10,35.642342,10,SVC
C10,FAM,STD_10,35.39966071,10,SVC
C11,FAM,STD_10,36.46097566,10,SVC
C12,FAM,STD_10,36.43524573,10,SVC
D01,FAM,STD_10,36.12436762,10,SVC
D02,FAM,STD_10,36.09704194,10,SVC
D03,FAM,STD_10,35.2987196,10,SVC
D04,FAM,STD_10,36.23002493,10,SVC
D05,FAM,STD_10,35.30956618,10,SVC
D06,FAM,STD_10,36.25751476,10,SVC
D07,FAM,STD_10,35.9029286,10,SVC
D08,FAM,STD_10,35.41998741,10,SVC
D09,FAM,STD_10,35.91229842,10,SVC
D10,FAM,STD_10,35.88952838,10,SVC
D11,FAM,STD_10,37.19299114,10,SVC
D12,FAM,STD_10,35.80998354,10,SVC
E01,FAM,STD_10,35.75784736,10,SVC
E02,FAM,STD_10,35.86776383,10,SVC
E03,FAM,STD_10,35.92566031,10,SVC
E04,FAM,STD_10,35.54284396,10,SVC
E05,FAM,STD_10,35.7708066,10,SVC
E06,FAM,STD_10,36.4720961,10,SVC
E07,FAM,STD_10,35.4644224,10,SVC
E08,FAM,STD_10,36.50452075,10,SVC
E09,FAM,STD_10,36.13690228,10,SVC
E10,FAM,STD_10,36.59744218,10,SVC
E11,FAM,STD_10,36.39063839,10,SVC
E12,FAM,STD_10,36.25547144,10,SVC
F01,FAM,STD_10,36.6871239,10,SVC
F02,FAM,STD_10,35.93447542,10,SVC
F03,FAM,STD_10,36.41109642,10,SVC
F04,FAM,STD_10,36.94538663,10,SVC
F05,FAM,STD_10,36.59508005,10,SVC
F06,FAM,STD_10,35.45947445,10,SVC
F07,FAM,STD_10,36.70572437,10,SVC
F08,FAM,STD_10,36.44700226,10,SVC
F09,FAM,STD_10,36.35701453,10,SVC
F10,FAM,STD_10,36.85583191,10,SVC
F11,FAM,STD_10,36.23111167,10,SVC
F12,FAM,STD_10,36.17679769,10,SVC
G01,FAM,STD_10,36.14866773,10,SVC
G02,FAM,STD_10,36.70495404,10,SVC
G03,FAM,STD_10,36.13970288,10,SVC
G04,FAM,STD_10,35.52813883,10,SVC
G05,FAM,STD_10,36.0791603,10,SVC
G06,FAM,STD_10,35.36849885,10,SVC
G07,FAM,STD_10,36.25237242,10,SVC
G08,FAM,STD_10,35.93542628,10,SVC
G09,FAM,STD_10,36.64680129,10,SVC
G10,FAM,STD_10,35.78136261,10,SVC
G11,FAM,STD_10,36.17396981,10,SVC
G12,FAM,STD_10,36.41660664,10,SVC
H01,FAM,STD_10,36.83065596,10,SVC
H02,FAM,STD_10,36.7390767,10,SVC
H03,FAM,STD_10,36.58848432,10,SVC
H04,FAM,STD_10,35.97704614,10,SVC
H05,FAM,STD_10,36.33764512,10,SVC
H06,FAM,STD_10,35.45596113,10,SVC
H07,FAM,STD_10,36.21753601,10,SVC
H08,FAM,STD_10,35.89105963,10,SVC
H09,FAM,STD_10,37.15928452,10,SVC
H10,FAM,STD_10,36.29788947,10,SVC
H11,FAM,STD_10,36.61328429,10,SVC
H12,FAM,STD_10,36.6868701,10,SVC
A01,HEX,STD_10,37.40437987,10,BHC
A02,HEX,STD_10,37.93877866,10,BHC
A03,HEX,STD_10,37.68047845,10,BHC
A04,HEX,STD_10,36.96921846,10,BHC
A05,HEX,STD_10,36.4247837,10,BHC
A06,HEX,STD_10,37.32576664,10,BHC
A07,HEX,STD_10,36.82993774,10,BHC
A08,HEX,STD_10,35.98663522,10,BHC
A09,HEX,STD_10,36.72072855,10,BHC
A10,HEX,STD_10,36.3186952,10,BHC
A11,HEX,STD_10,37.60630342,10,BHC
A12,HEX,STD_10,36.88388614,10,BHC
B01,HEX,STD_10,37.59722936,10,BHC
B02,HEX,STD_10,37.32449245,10,BHC
B03,HEX,STD_10,36.75411786,10,BHC
B04,HEX,STD_10,37.29912165,10,BHC
B05,HEX,STD_10,36.36676622,10,BHC
B06,HEX,STD_10,36.58265931,10,BHC
B07,HEX,STD_10,36.69255556,10,BHC
B08,HEX,STD_10,36.55317934,10,BHC
B09,HEX,STD_10,36.37581514,10,BHC
B10,HEX,STD_10,35.87781896,10,BHC
B11,HEX,STD_10,35.76339973,10,BHC
B12,HEX,STD_10,36.66199382,10,BHC
C01,HEX,STD_10,36.11421748,10,BHC
C02,HEX,STD_10,36.98585311,10,BHC
C03,HEX,STD_10,36.5078009,10,BHC
C04,HEX,STD_10,36.52488132,10,BHC
C05,HEX,STD_10,37.09094712,10,BHC
C06,HEX,STD_10,36.8110336,10,BHC
C07,HEX,STD_10,36.50136035,10,BHC
C08,HEX,STD_10,36.99239269,10,BHC
C09,HEX,STD_10,36.17572653,10,BHC
C10,HEX,STD_10,36.0042974,10,BHC
C11,HEX,STD_10,36.97453653,10,BHC
C12,HEX,STD_10,36.957693,10,BHC
D01,HEX,STD_10,36.53162021,10,BHC
D02,HEX,STD_10,36.50783614,10,BHC
D03,HEX,STD_10,35.8262082,10,BHC
D04,HEX,STD_10,36.73544635,10,BHC
D05,HEX,STD_10,35.83560263,10,BHC
D06,HEX,STD_10,36.75766505,10,BHC
D07,HEX,STD_10,36.33796367,10,BHC
D08,HEX,STD_10,35.91149355,10,BHC
D09,HEX,STD_10,36.34565285,10,BHC
D10,HEX,STD_10,36.36279346,10,BHC
D11,HEX,STD_10,37.69042065,10,BHC
D12,HEX,STD_10,36.28982204,10,BHC
E01,HEX,STD_10,36.23457235,10,BHC
E02,HEX,STD_10,36.36059308,10,BHC
E03,HEX,STD_10,36.45936486,10,BHC
E04,HEX,STD_10,36.1010221,10,BHC
E05,HEX,STD_10,36.26820337,10,BHC
E06,HEX,STD_10,37.02827364,10,BHC
E07,HEX,STD_10,36.01357103,10,BHC
E08,HEX,STD_10,37.0440653,10,BHC
E09,HEX,STD_10,36.54627983,10,BHC
E10,HEX,STD_10,37.11488805,10,BHC
E11,HEX,STD_10,36.94419068,10,BHC
E12,HEX,STD_10,36.73725675,10,BHC
F01,HEX,STD_10,37.16047361,10,BHC
F02,HEX,STD_10,36.40654881,10,BHC
F03,HEX,STD_10,37.04481566,10,BHC
F04,HEX,STD_10,37.4100198,10,BHC
F05,HEX,STD_10,37.06963536,10,BHC
F06,HEX,STD_10,36.02391541,10,BHC
F07,HEX,STD_10,37.21319947,10,BHC
F08,HEX,STD_10,37.04361757,10,BHC
F09,HEX,STD_10,36.87782787,10,BHC
F10,HEX,STD_10,37.30121877,10,BHC
F11,HEX,STD_10,36.70379028,10,BHC
F12,HEX,STD_10,36.61909698,10,BHC
G01,HEX,STD_10,36.6183762,10,BHC
G02,HEX,STD_10,37.25136898,10,BHC
G03,HEX,STD_10,36.6348314,10,BHC
G04,HEX,STD_10,36.08527049,10,BHC
G05,HEX,STD_10,36.50966663,10,BHC
G06,HEX,STD_10,35.92378819,10,BHC
G07,HEX,STD_10,36.80924439,10,BHC
G08,HEX,STD_10,36.46533636,10,BHC
G09,HEX,STD_10,37.1890232,10,BHC
G10,HEX,STD_10,36.27373895,10,BHC
G11,HEX,STD_10,36.64160405,10,BHC
G12,HEX,STD_10,37.00087668,10,BHC
H01,HEX,STD_10,37.29347979,10,BHC
H02,HEX,STD_10,37.2501013,10,BHC
H03,HEX,STD_10,37.14258101,10,BHC
H04,HEX,STD_10,36.41132886,10,BHC
H05,HEX,STD_10,36.89309389,10,BHC
H06,HEX,STD_10,35.99992616,10,BHC
H07,HEX,STD_10,36.76610997,10,BHC
H08,HEX,STD_10,36.36978334,10,BHC
H09,HEX,STD_10,37.65475619,10,BHC
H10,HEX,STD_10,36.84643564,10,BHC
H11,HEX,STD_10,37.15123334,10,BHC
H12,HEX,STD_10,37.1479749,10,BHC
A01,FAM,NTC,NA,NA,SVC
A02,FAM,NTC,NA,NA,SVC
A03,FAM,NTC,NA,NA,SVC
A04,FAM,NTC,NA,NA,SVC
A05,FAM,NTC,NA,NA,SVC
A06,FAM,NTC,NA,NA,SVC
A07,FAM,NTC,NA,NA,SVC
A08,FAM,NTC,NA,NA,SVC
A09,FAM,NTC,NA,NA,SVC
A10,FAM,NTC,NA,NA,SVC
A11,FAM,NTC,NA,NA,SVC
A12,FAM,NTC,NA,NA,SVC
B01,FAM,NTC,NA,NA,SVC
B02,FAM,NTC,NA,NA,SVC
B03,FAM,NTC,NA,NA,SVC
B04,FAM,NTC,NA,NA,SVC
B05,FAM,NTC,NA,NA,SVC
B06,FAM,NTC,NA,NA,SVC
B07,FAM,NTC,NA,NA,SVC
B08,FAM,NTC,NA,NA,SVC
B09,FAM,NTC,NA,NA,SVC
B10,FAM,NTC,NA,NA,SVC
B11,FAM,NTC,NA,NA,SVC
B12,FAM,NTC,NA,NA,SVC
C01,FAM,NTC,NA,NA,SVC
C02,FAM,NTC,NA,NA,SVC
C03,FAM,NTC,NA,NA,SVC
C04,FAM,NTC,NA,NA,SVC
C05,FAM,NTC,NA,NA,SVC
C06,FAM,NTC,NA,NA,SVC
C07,FAM,NTC,NA,NA,SVC
C08,FAM,NTC,NA,NA,SVC
C09,FAM,NTC,NA,NA,SVC
C10,FAM,NTC,NA,NA,SVC
C11,FAM,NTC,NA,NA,SVC
C12,FAM,NTC,NA,NA,SVC
D01,FAM,NTC,NA,NA,SVC
D02,FAM,NTC,NA,NA,SVC
D03,FAM,NTC,NA,NA,SVC
D04,FAM,NTC,NA,NA,SVC
D05,FAM,NTC,NA,NA,SVC
D06,FAM,NTC,NA,NA,SVC
D07,FAM,NTC,NA,NA,SVC
D08,FAM,NTC,NA,NA,SVC
D09,FAM,NTC,NA,NA,SVC
D10,FAM,NTC,NA,NA,SVC
D11,FAM,NTC,NA,NA,SVC
D12,FAM,NTC,NA,NA,SVC
E01,FAM,NTC,NA,NA,SVC
E02,FAM,NTC,NA,NA,SVC
E03,FAM,NTC,NA,NA,SVC
E04,FAM,NTC,NA,NA,SVC
E05,FAM,NTC,NA,NA,SVC
E06,FAM,NTC,NA,NA,SVC
E07,FAM,NTC,NA,NA,SVC
E08,FAM,NTC,NA,NA,SVC
E09,FAM,NTC,NA,NA,SVC
E10,FAM,NTC,NA,NA,SVC
E11,FAM,NTC,NA,NA,SVC
E12,FAM,NTC,NA,NA,SVC
F01,FAM,NTC,NA,NA,SVC
F02,FAM,NTC,NA,NA,SVC
F03,FAM,NTC,NA,NA,SVC
F04,FAM,NTC,NA,NA,SVC
F05,FAM,NTC,NA,NA,SVC
F06,FAM,NTC,NA,NA,SVC
F07,FAM,NTC,NA,NA,SVC
F08,FAM,NTC,NA,NA,SVC
F09,FAM,NTC,NA,NA,SVC
F10,FAM,NTC,NA,NA,SVC
F11,FAM,NTC,NA,NA,SVC
F12,FAM,NTC,NA,NA,SVC
G01,FAM,NTC,NA,NA,SVC
G02,FAM,NTC,NA,NA,SVC
G03,FAM,NTC,NA,NA,SVC
G04,FAM,NTC,NA,NA,SVC
G05,FAM,NTC,NA,NA,SVC
G06,FAM,NTC,NA,NA,SVC
G07,FAM,NTC,NA,NA,SVC
G08,FAM,NTC,NA,NA,SVC
G09,FAM,NTC,NA,NA,SVC
G10,FAM,NTC,NA,NA,SVC
G11,FAM,NTC,NA,NA,SVC
G12,FAM,NTC,NA,NA,SVC
H01,FAM,NTC,NA,NA,SVC
H02,FAM,NTC,NA,NA,SVC
H03,FAM,NTC,NA,NA,SVC
H04,FAM,NTC,NA,NA,SVC
H05,FAM,NTC,NA,NA,SVC
H06,FAM,NTC,NA,NA,SVC
H07,FAM,NTC,NA,NA,SVC
H08,FAM,NTC,NA,NA,SVC
H09,FAM,NTC,NA,NA,SVC
H10,FAM,NTC,NA,NA,SVC
H11,FAM,NTC,NA,NA,SVC
H12,FAM,NTC,NA,NA,SVC
A01,HEX,NTC,NA,NA,BHC
A02,HEX,NTC,NA,NA,BHC
A03,HEX,NTC,NA,NA,BHC
A04,HEX,NTC,NA,NA,BHC
A05,HEX,NTC,NA,NA,BHC
A06,HEX,NTC,NA,NA,BHC
A07,HEX,NTC,NA,NA,BHC
A08,HEX,NTC,NA,NA,BHC
A09,HEX,NTC,NA,NA,BHC
A10,HEX,NTC,NA,NA,BHC
A11,HEX,NTC,NA,NA,BHC
A12,HEX,NTC,NA,NA,BHC
B01,HEX,NTC,NA,NA,BHC
B02,HEX,NTC,NA,NA,BHC
B03,HEX,NTC,NA,NA,BHC
B04,HEX,NTC,NA,NA,BHC
B05,HEX,NTC,NA,NA,BHC
B06,HEX,NTC,NA,NA,BHC
B07,HEX,NTC,NA,NA,BHC
B08,HEX,NTC,NA,NA,BHC
B09,HEX,NTC,NA,NA,BHC
B10,HEX,NTC,NA,NA,BHC
B11,HEX,NTC,NA,NA,BHC
B12,HEX,NTC,NA,NA,BHC
C01,HEX,NTC,NA,NA,BHC
C02,HEX,NTC,NA,NA,BHC
C03,HEX,NTC,NA,NA,BHC
C04,HEX,NTC,NA,NA,BHC
C05,HEX,NTC,NA,NA,BHC
C06,HEX,NTC,NA,NA,BHC
C07,HEX,NTC,NA,NA,BHC
C08,HEX,NTC,NA,NA,BHC
C09,HEX,NTC,NA,NA,BHC
C10,HEX,NTC,NA,NA,BHC
C11,HEX,NTC,NA,NA,BHC
C12,HEX,NTC,NA,NA,BHC
D01,HEX,NTC,NA,NA,BHC
D02,HEX,NTC,NA,NA,BHC
D03,HEX,NTC,NA,NA,BHC
D04,HEX,NTC,NA,NA,BHC
D05,HEX,NTC,NA,NA,BHC
D06,HEX,NTC,NA,NA,BHC
D07,HEX,NTC,NA,NA,BHC
D08,HEX,NTC,NA,NA,BHC
D09,HEX,NTC,NA,NA,BHC
D10,HEX,NTC,NA,NA,BHC
D11,HEX,NTC,NA,NA,BHC
D12,HEX,NTC,NA,NA,BHC
E01,HEX,NTC,NA,NA,BHC
E02,HEX,NTC,NA,NA,BHC
E03,HEX,NTC,NA,NA,BHC
E04,HEX,NTC,NA,NA,BHC
E05,HEX,NTC,NA,NA,BHC
E06,HEX,NTC,NA,NA,BHC
E07,HEX,NTC,NA,NA,BHC
E08,HEX,NTC,NA,NA,BHC
E09,HEX,NTC,NA,NA,BHC
E10,HEX,NTC,NA,NA,BHC
E11,HEX,NTC,NA,NA,BHC
E12,HEX,NTC,NA,NA,BHC
F01,HEX,NTC,NA,NA,BHC
F02,HEX,NTC,NA,NA,BHC
F03,HEX,NTC,NA,NA,BHC
F04,HEX,NTC,NA,NA,BHC
F05,HEX,NTC,NA,NA,BHC
F06,HEX,NTC,NA,NA,BHC
F07,HEX,NTC,NA,NA,BHC
F08,HEX,NTC,NA,NA,BHC
F09,HEX,NTC,NA,NA,BHC
F10,HEX,NTC,NA,NA,BHC
F11,HEX,NTC,NA,NA,BHC
F12,HEX,NTC,NA,NA,BHC
G01,HEX,NTC,NA,NA,BHC
G02,HEX,NTC,NA,NA,BHC
G03,HEX,NTC,NA,NA,BHC
G04,HEX,NTC,NA,NA,BHC
G05,HEX,NTC,NA,NA,BHC
G06,HEX,NTC,NA,NA,BHC
G07,HEX,NTC,NA,NA,BHC
G08,HEX,NTC,NA,NA,BHC
G09,HEX,NTC,NA,NA,BHC
G10,HEX,NTC,NA,NA,BHC
G11,HEX,NTC,NA,NA,BHC
G12,HEX,NTC,NA,NA,BHC
H01,HEX,NTC,NA,NA,BHC
H02,HEX,NTC,NA,NA,BHC
H03,HEX,NTC,NA,NA,BHC
H04,HEX,NTC,NA,NA,BHC
H05,HEX,NTC,NA,NA,BHC
H06,HEX,NTC,NA,NA,BHC
H07,HEX,NTC,NA,NA,BHC
H08,HEX,NTC,NA,NA,BHC
H09,HEX,NTC,NA,NA,BHC
H10,HEX,NTC,NA,NA,BHC
H11,HEX,NTC,NA,NA,BHC
H12,HEX,NTC,NA,NA,BHC
A01,FAM,STD_5,38.19193915,5,SVC
A02,FAM,STD_5,NaN,5,SVC
A03,FAM,STD_5,38.50214434,5,SVC
A04,FAM,STD_5,NaN,5,SVC
A05,FAM,STD_5,37.99119195,5,SVC
A06,FAM,STD_5,37.77488985,5,SVC
A07,FAM,STD_5,NaN,5,SVC
A08,FAM,STD_5,37.04232874,5,SVC
A09,FAM,STD_5,NaN,5,SVC
A10,FAM,STD_5,37.99309018,5,SVC
A11,FAM,STD_5,NaN,5,SVC
A12,FAM,STD_5,38.67120016,5,SVC
B01,FAM,STD_5,38.81421581,5,SVC
B02,FAM,STD_5,NaN,5,SVC
B03,FAM,STD_5,NaN,5,SVC
B04,FAM,STD_5,37.99875658,5,SVC
B05,FAM,STD_5,NaN,5,SVC
B06,FAM,STD_5,38.95610828,5,SVC
B07,FAM,STD_5,38.04379978,5,SVC
B08,FAM,STD_5,40.23207806,5,SVC
B09,FAM,STD_5,38.43650845,5,SVC
B10,FAM,STD_5,38.66306753,5,SVC
B11,FAM,STD_5,NaN,5,SVC
B12,FAM,STD_5,38.34110301,5,SVC
C01,FAM,STD_5,39.23402407,5,SVC
C02,FAM,STD_5,NaN,5,SVC
C03,FAM,STD_5,38.72775771,5,SVC
C04,FAM,STD_5,37.08302938,5,SVC
C05,FAM,STD_5,37.43264562,5,SVC
C06,FAM,STD_5,38.42236439,5,SVC
C07,FAM,STD_5,NaN,5,SVC
C08,FAM,STD_5,36.70795321,5,SVC
C09,FAM,STD_5,NaN,5,SVC
C10,FAM,STD_5,NaN,5,SVC
C11,FAM,STD_5,NaN,5,SVC
C12,FAM,STD_5,38.18638127,5,SVC
D01,FAM,STD_5,38.94048551,5,SVC
D02,FAM,STD_5,38.99371595,5,SVC
D03,FAM,STD_5,36.64960939,5,SVC
D04,FAM,STD_5,NaN,5,SVC
D05,FAM,STD_5,36.60722551,5,SVC
D06,FAM,STD_5,38.48191324,5,SVC
D07,FAM,STD_5,37.33638515,5,SVC
D08,FAM,STD_5,NaN,5,SVC
D09,FAM,STD_5,38.15676585,5,SVC
D10,FAM,STD_5,39.73535936,5,SVC
D11,FAM,STD_5,37.61038262,5,SVC
D12,FAM,STD_5,38.05123678,5,SVC
E01,FAM,STD_5,NaN,5,SVC
E02,FAM,STD_5,NaN,5,SVC
E03,FAM,STD_5,37.27427563,5,SVC
E04,FAM,STD_5,NaN,5,SVC
E05,FAM,STD_5,NaN,5,SVC
E06,FAM,STD_5,NaN,5,SVC
E07,FAM,STD_5,39.67093308,5,SVC
E08,FAM,STD_5,38.72095013,5,SVC
E09,FAM,STD_5,NaN,5,SVC
E10,FAM,STD_5,NaN,5,SVC
E11,FAM,STD_5,38.21866618,5,SVC
E12,FAM,STD_5,38.70196619,5,SVC
F01,FAM,STD_5,38.42892153,5,SVC
F02,FAM,STD_5,39.16247561,5,SVC
F03,FAM,STD_5,NaN,5,SVC
F04,FAM,STD_5,NaN,5,SVC
F05,FAM,STD_5,38.24036985,5,SVC
F06,FAM,STD_5,NaN,5,SVC
F07,FAM,STD_5,37.40809118,5,SVC
F08,FAM,STD_5,37.33688742,5,SVC
F09,FAM,STD_5,38.34334344,5,SVC
F10,FAM,STD_5,NaN,5,SVC
F11,FAM,STD_5,38.34545373,5,SVC
F12,FAM,STD_5,37.9049029,5,SVC
G01,FAM,STD_5,37.10577862,5,SVC
G02,FAM,STD_5,NaN,5,SVC
G03,FAM,STD_5,36.80547355,5,SVC
G04,FAM,STD_5,37.75292358,5,SVC
G05,FAM,STD_5,NaN,5,SVC
G06,FAM,STD_5,38.12743586,5,SVC
G07,FAM,STD_5,39.1849671,5,SVC
G08,FAM,STD_5,NaN,5,SVC
G09,FAM,STD_5,37.26009061,5,SVC
G10,FAM,STD_5,37.72872072,5,SVC
G11,FAM,STD_5,38.38877531,5,SVC
G12,FAM,STD_5,38.66895619,5,SVC
H01,FAM,STD_5,40.19575735,5,SVC
H02,FAM,STD_5,NaN,5,SVC
H03,FAM,STD_5,NaN,5,SVC
H04,FAM,STD_5,NaN,5,SVC
H05,FAM,STD_5,NaN,5,SVC
H06,FAM,STD_5,37.48502595,5,SVC
H07,FAM,STD_5,NaN,5,SVC
H08,FAM,STD_5,37.44730344,5,SVC
H09,FAM,STD_5,37.53755611,5,SVC
H10,FAM,STD_5,NaN,5,SVC
H11,FAM,STD_5,NaN,5,SVC
H12,FAM,STD_5,36.60120891,5,SVC
A01,HEX,STD_5,39.13842074,5,BHC
A02,HEX,STD_5,NaN,5,BHC
A03,HEX,STD_5,39.34182763,5,BHC
A04,HEX,STD_5,NaN,5,BHC
A05,HEX,STD_5,38.95152858,5,BHC
A06,HEX,STD_5,38.73944783,5,BHC
A07,HEX,STD_5,NaN,5,BHC
A08,HEX,STD_5,37.89437301,5,BHC
A09,HEX,STD_5,NaN,5,BHC
A10,HEX,STD_5,38.97127036,5,BHC
A11,HEX,STD_5,NaN,5,BHC
A12,HEX,STD_5,39.72706737,5,BHC
B01,HEX,STD_5,39.70916845,5,BHC
B02,HEX,STD_5,NaN,5,BHC
B03,HEX,STD_5,NaN,5,BHC
B04,HEX,STD_5,38.89734588,5,BHC
B05,HEX,STD_5,NaN,5,BHC
B06,HEX,STD_5,39.96701323,5,BHC
B07,HEX,STD_5,38.9726496,5,BHC
B08,HEX,STD_5,41.2150393,5,BHC
B09,HEX,STD_5,39.32934886,5,BHC
B10,HEX,STD_5,39.57054244,5,BHC
B11,HEX,STD_5,NaN,5,BHC
B12,HEX,STD_5,39.33251281,5,BHC
C01,HEX,STD_5,40.17318504,5,BHC
C02,HEX,STD_5,NaN,5,BHC
C03,HEX,STD_5,39.67050232,5,BHC
C04,HEX,STD_5,38.09461453,5,BHC
C05,HEX,STD_5,38.41619754,5,BHC
C06,HEX,STD_5,39.43362384,5,BHC
C07,HEX,STD_5,NaN,5,BHC
C08,HEX,STD_5,37.67823618,5,BHC
C09,HEX,STD_5,NaN,5,BHC
C10,HEX,STD_5,NaN,5,BHC
C11,HEX,STD_5,NaN,5,BHC
C12,HEX,STD_5,39.15300183,5,BHC
D01,HEX,STD_5,39.86264803,5,BHC
D02,HEX,STD_5,39.89377088,5,BHC
D03,HEX,STD_5,37.58900128,5,BHC
D04,HEX,STD_5,NaN,5,BHC
D05,HEX,STD_5,37.61924955,5,BHC
D06,HEX,STD_5,39.4459601,5,BHC
D07,HEX,STD_5,38.28751315,5,BHC
D08,HEX,STD_5,NaN,5,BHC
D09,HEX,STD_5,39.18654277,5,BHC
D10,HEX,STD_5,40.73042826,5,BHC
D11,HEX,STD_5,38.53305395,5,BHC
D12,HEX,STD_5,39.09550561,5,BHC
E01,HEX,STD_5,NaN,5,BHC
E02,HEX,STD_5,NaN,5,BHC
E03,HEX,STD_5,38.2130434,5,BHC
E04,HEX,STD_5,NaN,5,BHC
E05,HEX,STD_5,NaN,5,BHC
E06,HEX,STD_5,NaN,5,BHC
E07,HEX,STD_5,40.65206206,5,BHC
E08,HEX,STD_5,39.69984426,5,BHC
E09,HEX,STD_5,NaN,5,BHC
E10,HEX,STD_5,NaN,5,BHC
E11,HEX,STD_5,39.17037841,5,BHC
E12,HEX,STD_5,39.61807271,5,BHC
F01,HEX,STD_5,39.34451271,5,BHC
F02,HEX,STD_5,39.94985157,5,BHC
F03,HEX,STD_5,NaN,5,BHC
F04,HEX,STD_5,NaN,5,BHC
F05,HEX,STD_5,39.17707701,5,BHC
F06,HEX,STD_5,NaN,5,BHC
F07,HEX,STD_5,38.55781976,5,BHC
F08,HEX,STD_5,38.393662,5,BHC
F09,HEX,STD_5,39.35185733,5,BHC
F10,HEX,STD_5,NaN,5,BHC
F11,HEX,STD_5,39.28423131,5,BHC
F12,HEX,STD_5,39.07676868,5,BHC
G01,HEX,STD_5,38.03239969,5,BHC
G02,HEX,STD_5,NaN,5,BHC
G03,HEX,STD_5,37.75955589,5,BHC
G04,HEX,STD_5,39.01456038,5,BHC
G05,HEX,STD_5,NaN,5,BHC
G06,HEX,STD_5,39.10609244,5,BHC
G07,HEX,STD_5,40.16121029,5,BHC
G08,HEX,STD_5,NaN,5,BHC
G09,HEX,STD_5,38.24902595,5,BHC
G10,HEX,STD_5,38.6668224,5,BHC
G11,HEX,STD_5,39.34486275,5,BHC
G12,HEX,STD_5,39.6261672,5,BHC
H01,HEX,STD_5,41.03669004,5,BHC
H02,HEX,STD_5,NaN,5,BHC
H03,HEX,STD_5,NaN,5,BHC
H04,HEX,STD_5,NaN,5,BHC
H05,HEX,STD_5,NaN,5,BHC
H06,HEX,STD_5,38.44839447,5,BHC
H07,HEX,STD_5,NaN,5,BHC
H08,HEX,STD_5,38.48147637,5,BHC
H09,HEX,STD_5,38.51645732,5,BHC
H10,HEX,STD_5,NaN,5,BHC
H11,HEX,STD_5,NaN,5,BHC
H12,HEX,STD_5,38.0189699,5,BHC
A01,FAM,STD_1,NaN,1,SVC
A02,FAM,STD_1,NaN,1,SVC
A03,FAM,STD_1,38.1093013,1,SVC
A04,FAM,STD_1,NaN,1,SVC
A05,FAM,STD_1,NaN,1,SVC
